Category,Order Date,Sales
"Eggs, Meat & Fish",26-07-2015,2226
Fruits & Veggies,26-07-2015,1795
Beverages,26-07-2015,2349
Food Grains,26-07-2015,2318
Beverages,26-07-2015,2188
Snacks,26-07-2015,1660
Bakery,26-07-2015,1904
Fruits & Veggies,26-07-2015,959
Oil & Masala,26-07-2015,934
Beverages,26-07-2015,2392
Oil & Masala,26-07-2015,1026
Bakery,26-07-2015,1159
Beverages,26-07-2015,1409
Fruits & Veggies,27-07-2015,1131
Snacks,27-07-2015,2226
Snacks,27-07-2015,2050
Fruits & Veggies,28-07-2015,1726
Bakery,28-07-2015,1745
Oil & Masala,28-07-2015,1894
Snacks,30-07-2015,1275
"Eggs, Meat & Fish",01-08-2015,2337
"Eggs, Meat & Fish",01-08-2015,772
Oil & Masala,01-08-2015,2003
Snacks,01-08-2015,1638
Bakery,01-08-2015,2479
Oil & Masala,01-08-2015,763
Snacks,02-08-2015,1391
Oil & Masala,02-08-2015,746
Fruits & Veggies,02-08-2015,1227
Food Grains,03-08-2015,2245
Food Grains,03-08-2015,1559
Food Grains,03-08-2015,1742
Bakery,03-08-2015,2421
Oil & Masala,03-08-2015,2138
Snacks,03-08-2015,2040
Oil & Masala,04-08-2015,1620
Snacks,04-08-2015,621
Fruits & Veggies,04-08-2015,1025
Bakery,04-08-2015,1075
"Eggs, Meat & Fish",04-08-2015,1565
Snacks,04-08-2015,2158
Beverages,04-08-2015,2238
Food Grains,04-08-2015,691
"Eggs, Meat & Fish",04-08-2015,1126
Oil & Masala,05-08-2015,2175
Beverages,05-08-2015,1412
Food Grains,05-08-2015,791
Beverages,05-08-2015,1473
Beverages,05-08-2015,2176
Fruits & Veggies,05-08-2015,2476
Snacks,05-08-2015,2352
Fruits & Veggies,05-08-2015,2125
Fruits & Veggies,05-08-2015,1552
"Eggs, Meat & Fish",05-08-2015,2477
Snacks,05-08-2015,1558
Oil & Masala,05-08-2015,1334
"Eggs, Meat & Fish",06-08-2015,2426
Oil & Masala,06-08-2015,1356
Food Grains,08-08-2015,737
"Eggs, Meat & Fish",08-08-2015,1835
"Eggs, Meat & Fish",08-08-2015,1674
Beverages,08-08-2015,1298
Oil & Masala,08-08-2015,1354
Fruits & Veggies,08-08-2015,1986
Bakery,08-08-2015,2084
Beverages,08-08-2015,1021
Oil & Masala,08-08-2015,2138
Snacks,08-08-2015,1443
Oil & Masala,08-08-2015,2215
Food Grains,08-08-2015,1770
Bakery,08-08-2015,1234
"Eggs, Meat & Fish",09-08-2015,2425
Fruits & Veggies,09-08-2015,2199
Bakery,09-08-2015,784
Fruits & Veggies,09-08-2015,1694
"Eggs, Meat & Fish",09-08-2015,1835
Oil & Masala,09-08-2015,1305
Snacks,09-08-2015,2281
Snacks,09-08-2015,533
Food Grains,09-08-2015,1423
Snacks,11-08-2015,1143
Snacks,11-08-2015,1453
Bakery,11-08-2015,2482
Bakery,11-08-2015,2301
Fruits & Veggies,12-08-2015,1665
Snacks,12-08-2015,1480
Snacks,12-08-2015,1665
Fruits & Veggies,12-08-2015,1679
Bakery,12-08-2015,1461
Beverages,12-08-2015,1008
Bakery,12-08-2015,2289
Food Grains,12-08-2015,944
Food Grains,12-08-2015,2291
Snacks,12-08-2015,2078
Bakery,12-08-2015,994
Beverages,15-08-2015,1534
Beverages,15-08-2015,2023
Food Grains,15-08-2015,745
Oil & Masala,15-08-2015,1219
Beverages,15-08-2015,1302
Fruits & Veggies,15-08-2015,2168
Beverages,15-08-2015,1169
Bakery,15-08-2015,1102
Food Grains,15-08-2015,558
Oil & Masala,16-08-2015,2278
Oil & Masala,17-08-2015,1397
Beverages,17-08-2015,1614
Beverages,17-08-2015,1736
Oil & Masala,17-08-2015,1217
Fruits & Veggies,17-08-2015,2022
Snacks,19-08-2015,1329
Oil & Masala,19-08-2015,976
"Eggs, Meat & Fish",19-08-2015,639
Fruits & Veggies,19-08-2015,561
Food Grains,19-08-2015,1606
Snacks,19-08-2015,595
Snacks,19-08-2015,1087
Fruits & Veggies,20-08-2015,1729
Snacks,20-08-2015,2059
"Eggs, Meat & Fish",20-08-2015,532
Fruits & Veggies,20-08-2015,1300
Beverages,22-08-2015,1119
Snacks,22-08-2015,1522
Bakery,22-08-2015,853
Bakery,23-08-2015,1250
Food Grains,23-08-2015,679
Oil & Masala,23-08-2015,2430
Beverages,23-08-2015,2168
Bakery,23-08-2015,1652
Snacks,23-08-2015,1417
Snacks,23-08-2015,2377
Beverages,23-08-2015,860
Fruits & Veggies,23-08-2015,1372
Bakery,23-08-2015,509
Oil & Masala,24-08-2015,1259
Snacks,24-08-2015,2231
Food Grains,24-08-2015,501
Beverages,24-08-2015,713
Beverages,25-08-2015,951
Beverages,25-08-2015,557
Bakery,25-08-2015,1299
Food Grains,25-08-2015,1206
Food Grains,25-08-2015,1120
Fruits & Veggies,25-08-2015,1052
Fruits & Veggies,25-08-2015,1694
"Eggs, Meat & Fish",25-08-2015,1828
Oil & Masala,25-08-2015,1647
Snacks,25-08-2015,1305
Fruits & Veggies,25-08-2015,927
Food Grains,25-08-2015,1828
Fruits & Veggies,25-08-2015,1154
Snacks,25-08-2015,2420
Bakery,26-08-2015,2264
Oil & Masala,26-08-2015,599
Oil & Masala,26-08-2015,1597
Snacks,26-08-2015,822
Fruits & Veggies,26-08-2015,1480
Bakery,26-08-2015,1590
Beverages,27-08-2015,2427
Beverages,27-08-2015,522
Beverages,27-08-2015,692
Food Grains,27-08-2015,2478
Bakery,27-08-2015,779
Food Grains,27-08-2015,528
"Eggs, Meat & Fish",27-08-2015,1757
Food Grains,29-08-2015,1718
Bakery,29-08-2015,1541
Snacks,29-08-2015,2439
Beverages,29-08-2015,945
Fruits & Veggies,29-08-2015,621
Food Grains,30-08-2015,2444
Bakery,30-08-2015,2131
Snacks,31-08-2015,886
Beverages,01-09-2015,2041
Snacks,01-09-2015,1716
Food Grains,01-09-2015,1306
"Eggs, Meat & Fish",01-09-2015,663
Snacks,01-09-2015,770
Snacks,02-09-2015,947
Bakery,02-09-2015,949
Bakery,02-09-2015,2122
Fruits & Veggies,02-09-2015,2256
Snacks,02-09-2015,683
Food Grains,02-09-2015,1840
Beverages,02-09-2015,932
Snacks,02-09-2015,1379
"Eggs, Meat & Fish",02-09-2015,1612
Beverages,03-09-2015,1062
Bakery,03-09-2015,1526
Oil & Masala,05-09-2015,2151
Food Grains,05-09-2015,1608
Fruits & Veggies,06-09-2015,1762
Fruits & Veggies,06-09-2015,2070
Bakery,07-09-2015,923
Beverages,07-09-2015,2478
Beverages,07-09-2015,916
Bakery,07-09-2015,774
Snacks,07-09-2015,983
Snacks,07-09-2015,1567
Beverages,07-09-2015,1885
Oil & Masala,07-09-2015,687
Oil & Masala,07-09-2015,2220
Snacks,07-09-2015,1892
Bakery,07-09-2015,1485
Snacks,07-09-2015,1033
Fruits & Veggies,07-09-2015,861
"Eggs, Meat & Fish",07-09-2015,601
Snacks,07-09-2015,2374
Oil & Masala,07-09-2015,1375
Bakery,07-09-2015,723
Fruits & Veggies,07-09-2015,610
Snacks,07-09-2015,1293
Snacks,07-09-2015,1775
"Eggs, Meat & Fish",07-09-2015,1566
Beverages,07-09-2015,1293
Snacks,07-09-2015,2428
Bakery,07-09-2015,858
"Eggs, Meat & Fish",07-09-2015,2316
"Eggs, Meat & Fish",08-09-2015,786
Oil & Masala,08-09-2015,705
Snacks,08-09-2015,901
Snacks,08-09-2015,506
Oil & Masala,08-09-2015,1289
Oil & Masala,08-09-2015,595
Food Grains,08-09-2015,1442
Beverages,08-09-2015,1690
Oil & Masala,08-09-2015,1808
"Eggs, Meat & Fish",08-09-2015,1215
Beverages,08-09-2015,2346
Snacks,08-09-2015,2021
Fruits & Veggies,08-09-2015,1784
Food Grains,08-09-2015,607
Fruits & Veggies,08-09-2015,2002
"Eggs, Meat & Fish",08-09-2015,1196
Food Grains,08-09-2015,552
Oil & Masala,08-09-2015,1260
Snacks,08-09-2015,1602
Fruits & Veggies,08-09-2015,773
Bakery,08-09-2015,910
Fruits & Veggies,08-09-2015,974
"Eggs, Meat & Fish",08-09-2015,2227
"Eggs, Meat & Fish",08-09-2015,2340
Fruits & Veggies,08-09-2015,1241
Fruits & Veggies,08-09-2015,1123
Oil & Masala,08-09-2015,583
Oil & Masala,09-09-2015,1818
"Eggs, Meat & Fish",09-09-2015,1311
"Eggs, Meat & Fish",09-09-2015,1572
Snacks,09-09-2015,2057
Food Grains,09-09-2015,2153
Snacks,09-09-2015,841
Fruits & Veggies,09-09-2015,2145
Oil & Masala,09-09-2015,1529
Oil & Masala,09-09-2015,2097
"Eggs, Meat & Fish",09-09-2015,1379
Oil & Masala,09-09-2015,1947
Bakery,09-09-2015,2133
Fruits & Veggies,09-09-2015,1752
Fruits & Veggies,10-09-2015,1107
Snacks,10-09-2015,1016
"Eggs, Meat & Fish",10-09-2015,1263
Snacks,10-09-2015,699
"Eggs, Meat & Fish",10-09-2015,1414
Food Grains,11-09-2015,1245
Snacks,12-09-2015,2083
Food Grains,12-09-2015,506
Beverages,12-09-2015,727
Beverages,12-09-2015,633
Snacks,12-09-2015,1030
"Eggs, Meat & Fish",12-09-2015,1354
Beverages,12-09-2015,856
Snacks,12-09-2015,2043
"Eggs, Meat & Fish",12-09-2015,1453
Snacks,12-09-2015,707
Snacks,12-09-2015,501
"Eggs, Meat & Fish",13-09-2015,918
Fruits & Veggies,13-09-2015,1260
Oil & Masala,13-09-2015,1574
Food Grains,13-09-2015,2206
Food Grains,13-09-2015,984
Bakery,13-09-2015,1118
Snacks,13-09-2015,1671
"Eggs, Meat & Fish",13-09-2015,1152
Food Grains,13-09-2015,1479
Bakery,13-09-2015,717
Bakery,13-09-2015,2268
Oil & Masala,13-09-2015,1964
Fruits & Veggies,13-09-2015,2388
Food Grains,13-09-2015,1898
Fruits & Veggies,13-09-2015,1056
Beverages,14-09-2015,2472
Oil & Masala,14-09-2015,1945
Bakery,14-09-2015,787
Fruits & Veggies,14-09-2015,1747
Fruits & Veggies,14-09-2015,1973
Fruits & Veggies,14-09-2015,1283
Beverages,14-09-2015,1838
"Eggs, Meat & Fish",14-09-2015,614
"Eggs, Meat & Fish",14-09-2015,1518
"Eggs, Meat & Fish",14-09-2015,1378
"Eggs, Meat & Fish",14-09-2015,808
Beverages,14-09-2015,2239
Fruits & Veggies,14-09-2015,1455
Fruits & Veggies,14-09-2015,1313
Bakery,14-09-2015,755
"Eggs, Meat & Fish",14-09-2015,1181
Beverages,14-09-2015,531
Fruits & Veggies,14-09-2015,517
Snacks,14-09-2015,895
"Eggs, Meat & Fish",15-09-2015,2038
Beverages,15-09-2015,713
Beverages,15-09-2015,1941
Fruits & Veggies,16-09-2015,1550
Food Grains,17-09-2015,1761
Bakery,17-09-2015,798
Bakery,17-09-2015,1187
Snacks,17-09-2015,743
Bakery,17-09-2015,1887
Oil & Masala,17-09-2015,1907
Fruits & Veggies,17-09-2015,767
Fruits & Veggies,17-09-2015,2422
Bakery,17-09-2015,596
Bakery,17-09-2015,1439
Beverages,17-09-2015,1706
Beverages,17-09-2015,1089
Beverages,17-09-2015,1892
Beverages,17-09-2015,2063
Beverages,19-09-2015,1222
Fruits & Veggies,19-09-2015,1454
"Eggs, Meat & Fish",19-09-2015,1746
Beverages,19-09-2015,1836
Food Grains,19-09-2015,1130
Bakery,19-09-2015,672
Oil & Masala,19-09-2015,888
Food Grains,19-09-2015,943
"Eggs, Meat & Fish",19-09-2015,1452
Oil & Masala,20-09-2015,681
Oil & Masala,20-09-2015,979
Beverages,20-09-2015,2062
Snacks,20-09-2015,1802
Oil & Masala,20-09-2015,939
Bakery,20-09-2015,2271
Bakery,20-09-2015,684
Fruits & Veggies,20-09-2015,2134
Bakery,20-09-2015,2252
Fruits & Veggies,20-09-2015,784
Food Grains,20-09-2015,1314
Bakery,20-09-2015,596
"Eggs, Meat & Fish",20-09-2015,2224
Fruits & Veggies,20-09-2015,889
"Eggs, Meat & Fish",20-09-2015,627
Beverages,20-09-2015,1574
Food Grains,20-09-2015,1246
"Eggs, Meat & Fish",20-09-2015,2399
Oil & Masala,21-09-2015,2380
Bakery,21-09-2015,1838
Bakery,21-09-2015,2489
Bakery,21-09-2015,593
Food Grains,21-09-2015,2328
Beverages,21-09-2015,1887
Food Grains,21-09-2015,582
"Eggs, Meat & Fish",21-09-2015,1864
Bakery,21-09-2015,2150
Beverages,21-09-2015,830
Bakery,21-09-2015,1555
Fruits & Veggies,21-09-2015,2225
Fruits & Veggies,21-09-2015,2391
Bakery,21-09-2015,1154
Food Grains,21-09-2015,1797
Oil & Masala,21-09-2015,2213
"Eggs, Meat & Fish",22-09-2015,2232
"Eggs, Meat & Fish",22-09-2015,1109
Fruits & Veggies,22-09-2015,527
Oil & Masala,22-09-2015,1020
"Eggs, Meat & Fish",22-09-2015,1134
Oil & Masala,22-09-2015,1975
Oil & Masala,22-09-2015,1758
Oil & Masala,22-09-2015,2136
"Eggs, Meat & Fish",23-09-2015,2178
Snacks,23-09-2015,746
Food Grains,23-09-2015,806
Food Grains,23-09-2015,799
Oil & Masala,23-09-2015,1339
Beverages,23-09-2015,2104
Snacks,23-09-2015,2253
"Eggs, Meat & Fish",23-09-2015,1524
"Eggs, Meat & Fish",23-09-2015,1889
Beverages,23-09-2015,2103
Oil & Masala,23-09-2015,2327
Beverages,23-09-2015,659
Bakery,24-09-2015,1946
Fruits & Veggies,25-09-2015,2049
Oil & Masala,25-09-2015,1028
Bakery,25-09-2015,1431
Snacks,25-09-2015,2420
"Eggs, Meat & Fish",25-09-2015,1552
Food Grains,26-09-2015,1898
Beverages,26-09-2015,2340
Bakery,26-09-2015,960
Fruits & Veggies,26-09-2015,1144
Snacks,26-09-2015,777
Fruits & Veggies,26-09-2015,620
Bakery,26-09-2015,1537
Bakery,26-09-2015,1121
Oil & Masala,26-09-2015,1285
Food Grains,26-09-2015,1986
Snacks,26-09-2015,2368
"Eggs, Meat & Fish",26-09-2015,1007
Beverages,26-09-2015,1641
Bakery,27-09-2015,534
Fruits & Veggies,27-09-2015,2392
Bakery,27-09-2015,1101
Beverages,28-09-2015,1579
"Eggs, Meat & Fish",28-09-2015,1557
Beverages,28-09-2015,1908
Oil & Masala,28-09-2015,1400
Food Grains,29-09-2015,673
Bakery,29-09-2015,2427
"Eggs, Meat & Fish",29-09-2015,1192
Oil & Masala,29-09-2015,1234
Fruits & Veggies,29-09-2015,1879
Bakery,29-09-2015,569
Food Grains,29-09-2015,1625
Food Grains,29-09-2015,767
"Eggs, Meat & Fish",29-09-2015,2499
Oil & Masala,29-09-2015,2072
Fruits & Veggies,29-09-2015,606
Bakery,29-09-2015,1175
Bakery,29-09-2015,2324
Beverages,29-09-2015,1507
Bakery,29-09-2015,588
Snacks,29-09-2015,1698
Oil & Masala,29-09-2015,879
"Eggs, Meat & Fish",29-09-2015,1132
Bakery,29-09-2015,728
Food Grains,30-09-2015,1684
Snacks,30-09-2015,1009
"Eggs, Meat & Fish",30-09-2015,734
Fruits & Veggies,30-09-2015,1233
Snacks,30-09-2015,688
Snacks,30-09-2015,1442
Oil & Masala,01-10-2015,1022
"Eggs, Meat & Fish",02-10-2015,1375
Snacks,02-10-2015,2078
"Eggs, Meat & Fish",02-10-2015,2248
Oil & Masala,02-10-2015,546
Fruits & Veggies,02-10-2015,702
Oil & Masala,02-10-2015,1170
Fruits & Veggies,02-10-2015,2344
Oil & Masala,03-10-2015,1249
Beverages,03-10-2015,963
"Eggs, Meat & Fish",03-10-2015,1378
Fruits & Veggies,03-10-2015,797
Beverages,03-10-2015,904
Bakery,03-10-2015,853
"Eggs, Meat & Fish",03-10-2015,889
Oil & Masala,03-10-2015,2455
"Eggs, Meat & Fish",03-10-2015,2042
"Eggs, Meat & Fish",03-10-2015,1975
Snacks,03-10-2015,2187
Bakery,03-10-2015,2282
Food Grains,03-10-2015,540
Snacks,04-10-2015,867
Beverages,04-10-2015,1985
Snacks,04-10-2015,842
Food Grains,04-10-2015,1672
Bakery,05-10-2015,1051
Food Grains,05-10-2015,998
Bakery,06-10-2015,2157
"Eggs, Meat & Fish",06-10-2015,1049
Snacks,06-10-2015,713
Fruits & Veggies,06-10-2015,694
"Eggs, Meat & Fish",07-10-2015,2130
Bakery,07-10-2015,639
Bakery,08-10-2015,1345
"Eggs, Meat & Fish",08-10-2015,2074
Beverages,09-10-2015,1823
Snacks,09-10-2015,573
Bakery,09-10-2015,1463
Fruits & Veggies,10-10-2015,2151
"Eggs, Meat & Fish",10-10-2015,684
Food Grains,10-10-2015,2006
Bakery,10-10-2015,960
Beverages,10-10-2015,2440
Fruits & Veggies,10-10-2015,566
Snacks,10-10-2015,1638
Fruits & Veggies,10-10-2015,801
Bakery,10-10-2015,1434
"Eggs, Meat & Fish",10-10-2015,2021
Bakery,11-10-2015,613
"Eggs, Meat & Fish",11-10-2015,747
Oil & Masala,11-10-2015,606
Snacks,11-10-2015,1464
"Eggs, Meat & Fish",11-10-2015,2052
Food Grains,11-10-2015,1736
"Eggs, Meat & Fish",11-10-2015,1285
Food Grains,11-10-2015,2098
Beverages,11-10-2015,961
Food Grains,12-10-2015,1170
Food Grains,12-10-2015,1739
Oil & Masala,12-10-2015,990
"Eggs, Meat & Fish",13-10-2015,874
"Eggs, Meat & Fish",13-10-2015,2317
Fruits & Veggies,13-10-2015,1900
"Eggs, Meat & Fish",13-10-2015,1471
Oil & Masala,13-10-2015,2386
Bakery,13-10-2015,1562
Beverages,13-10-2015,1003
"Eggs, Meat & Fish",13-10-2015,1413
Bakery,13-10-2015,1259
Bakery,13-10-2015,2287
Oil & Masala,13-10-2015,2393
Oil & Masala,14-10-2015,1057
"Eggs, Meat & Fish",14-10-2015,1690
Snacks,14-10-2015,2309
Bakery,14-10-2015,1529
Oil & Masala,14-10-2015,2227
Bakery,14-10-2015,1146
Food Grains,14-10-2015,907
Food Grains,14-10-2015,1807
"Eggs, Meat & Fish",14-10-2015,756
Beverages,14-10-2015,2247
Bakery,15-10-2015,1126
Oil & Masala,15-10-2015,525
Snacks,15-10-2015,2116
Fruits & Veggies,16-10-2015,1030
Oil & Masala,16-10-2015,1158
"Eggs, Meat & Fish",17-10-2015,2243
Fruits & Veggies,17-10-2015,1987
Snacks,17-10-2015,1203
"Eggs, Meat & Fish",18-10-2015,2030
Bakery,18-10-2015,1314
Bakery,18-10-2015,2285
Fruits & Veggies,18-10-2015,832
Food Grains,18-10-2015,2067
Snacks,18-10-2015,1599
Beverages,18-10-2015,2282
Bakery,18-10-2015,1097
Fruits & Veggies,18-10-2015,2247
"Eggs, Meat & Fish",19-10-2015,730
Oil & Masala,19-10-2015,587
Fruits & Veggies,19-10-2015,1350
Beverages,19-10-2015,2290
"Eggs, Meat & Fish",19-10-2015,852
Snacks,19-10-2015,2313
Snacks,19-10-2015,2494
Fruits & Veggies,20-10-2015,1415
Bakery,20-10-2015,1905
Fruits & Veggies,20-10-2015,2139
Fruits & Veggies,20-10-2015,2475
Snacks,20-10-2015,1985
"Eggs, Meat & Fish",20-10-2015,1992
Snacks,20-10-2015,1727
Beverages,20-10-2015,1863
Bakery,21-10-2015,1452
Snacks,21-10-2015,2448
Beverages,21-10-2015,1137
Oil & Masala,21-10-2015,1014
Snacks,21-10-2015,1861
Beverages,21-10-2015,1545
Bakery,22-10-2015,1852
Food Grains,22-10-2015,1564
Food Grains,24-10-2015,801
Snacks,24-10-2015,2383
Fruits & Veggies,24-10-2015,1337
Beverages,25-10-2015,1131
Bakery,25-10-2015,1273
Food Grains,25-10-2015,665
Snacks,26-10-2015,1393
Beverages,26-10-2015,1388
Food Grains,27-10-2015,1445
Food Grains,27-10-2015,1824
"Eggs, Meat & Fish",28-10-2015,1640
Oil & Masala,28-10-2015,1073
Snacks,28-10-2015,2431
"Eggs, Meat & Fish",28-10-2015,2397
Food Grains,28-10-2015,2069
Oil & Masala,28-10-2015,2220
"Eggs, Meat & Fish",29-10-2015,1596
"Eggs, Meat & Fish",29-10-2015,825
Snacks,29-10-2015,1333
Bakery,31-10-2015,659
Snacks,31-10-2015,2180
Snacks,31-10-2015,1753
Food Grains,31-10-2015,1631
Snacks,31-10-2015,2383
Bakery,31-10-2015,1651
Snacks,31-10-2015,2238
Snacks,31-10-2015,990
Fruits & Veggies,31-10-2015,1243
Snacks,31-10-2015,696
Beverages,31-10-2015,2399
Snacks,31-10-2015,2062
Bakery,31-10-2015,920
Food Grains,31-10-2015,1097
Fruits & Veggies,31-10-2015,861
"Eggs, Meat & Fish",31-10-2015,1437
"Eggs, Meat & Fish",31-10-2015,1749
Bakery,31-10-2015,2142
Bakery,31-10-2015,1504
Food Grains,01-11-2015,1176
Oil & Masala,01-11-2015,1018
Snacks,01-11-2015,1717
Snacks,01-11-2015,1843
Food Grains,01-11-2015,801
Snacks,01-11-2015,727
"Eggs, Meat & Fish",01-11-2015,2014
Beverages,01-11-2015,2100
Snacks,01-11-2015,1121
Bakery,01-11-2015,2422
"Eggs, Meat & Fish",01-11-2015,2479
Bakery,01-11-2015,2234
Oil & Masala,01-11-2015,1584
Food Grains,01-11-2015,1709
"Eggs, Meat & Fish",01-11-2015,870
"Eggs, Meat & Fish",01-11-2015,1202
Snacks,01-11-2015,1442
"Eggs, Meat & Fish",01-11-2015,2013
Snacks,01-11-2015,1805
Oil & Masala,01-11-2015,798
Bakery,02-11-2015,887
Snacks,02-11-2015,1560
Beverages,02-11-2015,573
Beverages,02-11-2015,1765
Beverages,02-11-2015,1215
Beverages,02-11-2015,1672
Oil & Masala,02-11-2015,1682
Food Grains,02-11-2015,2417
Fruits & Veggies,02-11-2015,1845
Fruits & Veggies,02-11-2015,1404
"Eggs, Meat & Fish",02-11-2015,1905
Oil & Masala,03-11-2015,1797
Bakery,03-11-2015,2101
"Eggs, Meat & Fish",03-11-2015,2092
Bakery,03-11-2015,906
Oil & Masala,03-11-2015,2065
Snacks,03-11-2015,1451
Oil & Masala,03-11-2015,2236
Oil & Masala,03-11-2015,688
Beverages,03-11-2015,585
Snacks,03-11-2015,588
Oil & Masala,03-11-2015,1431
Bakery,03-11-2015,632
Bakery,03-11-2015,2101
Bakery,03-11-2015,1259
"Eggs, Meat & Fish",04-11-2015,1509
Food Grains,04-11-2015,1027
Food Grains,04-11-2015,1751
Snacks,04-11-2015,1641
Snacks,04-11-2015,1079
Bakery,04-11-2015,1669
Oil & Masala,04-11-2015,1171
Bakery,04-11-2015,1123
Fruits & Veggies,04-11-2015,1771
Fruits & Veggies,04-11-2015,1122
Fruits & Veggies,04-11-2015,2436
Fruits & Veggies,04-11-2015,1273
Beverages,04-11-2015,2334
Beverages,04-11-2015,2296
Bakery,04-11-2015,1117
Oil & Masala,05-11-2015,1398
"Eggs, Meat & Fish",05-11-2015,1833
Food Grains,05-11-2015,558
Bakery,05-11-2015,1998
"Eggs, Meat & Fish",05-11-2015,2131
Bakery,05-11-2015,1369
Snacks,05-11-2015,1157
Fruits & Veggies,05-11-2015,1779
Snacks,06-11-2015,2196
"Eggs, Meat & Fish",07-11-2015,1120
Snacks,07-11-2015,1141
Food Grains,07-11-2015,693
Beverages,07-11-2015,1565
Oil & Masala,07-11-2015,2401
"Eggs, Meat & Fish",07-11-2015,2179
Food Grains,07-11-2015,1768
Oil & Masala,07-11-2015,605
"Eggs, Meat & Fish",07-11-2015,1761
Food Grains,07-11-2015,979
Oil & Masala,07-11-2015,1640
Beverages,07-11-2015,1874
Beverages,07-11-2015,1795
Beverages,07-11-2015,2169
Food Grains,08-11-2015,2021
Oil & Masala,09-11-2015,1541
Bakery,09-11-2015,1323
Oil & Masala,09-11-2015,1976
"Eggs, Meat & Fish",09-11-2015,2115
Beverages,09-11-2015,1388
"Eggs, Meat & Fish",09-11-2015,1977
Bakery,09-11-2015,2271
Fruits & Veggies,10-11-2015,1363
Snacks,10-11-2015,2062
Fruits & Veggies,10-11-2015,1024
Fruits & Veggies,10-11-2015,2114
Snacks,10-11-2015,1211
Fruits & Veggies,10-11-2015,1658
Fruits & Veggies,10-11-2015,1524
Bakery,10-11-2015,653
Oil & Masala,10-11-2015,775
Fruits & Veggies,10-11-2015,616
Food Grains,10-11-2015,1896
Fruits & Veggies,10-11-2015,2337
Snacks,11-11-2015,1201
Beverages,11-11-2015,2342
Oil & Masala,11-11-2015,2045
Beverages,11-11-2015,1676
Snacks,11-11-2015,1612
"Eggs, Meat & Fish",11-11-2015,1046
Oil & Masala,11-11-2015,1722
Fruits & Veggies,11-11-2015,683
Snacks,11-11-2015,1581
Snacks,11-11-2015,616
Fruits & Veggies,11-11-2015,1331
Food Grains,11-11-2015,911
Bakery,11-11-2015,1056
Snacks,11-11-2015,2099
Beverages,11-11-2015,2078
Food Grains,11-11-2015,1425
"Eggs, Meat & Fish",11-11-2015,2068
Food Grains,11-11-2015,739
"Eggs, Meat & Fish",11-11-2015,1493
Bakery,11-11-2015,1678
Beverages,11-11-2015,1660
"Eggs, Meat & Fish",11-11-2015,2213
"Eggs, Meat & Fish",11-11-2015,718
Bakery,11-11-2015,2384
Food Grains,11-11-2015,1319
Snacks,11-11-2015,722
Fruits & Veggies,12-11-2015,2392
Beverages,12-11-2015,1742
Fruits & Veggies,12-11-2015,2232
Snacks,12-11-2015,2104
Beverages,12-11-2015,832
Snacks,12-11-2015,1031
Oil & Masala,12-11-2015,2083
Oil & Masala,12-11-2015,936
Snacks,12-11-2015,1416
"Eggs, Meat & Fish",12-11-2015,1595
Bakery,12-11-2015,664
Food Grains,14-11-2015,1823
"Eggs, Meat & Fish",14-11-2015,1707
Fruits & Veggies,14-11-2015,1211
Snacks,14-11-2015,789
Snacks,14-11-2015,1655
Beverages,14-11-2015,2451
Food Grains,14-11-2015,771
"Eggs, Meat & Fish",14-11-2015,2272
"Eggs, Meat & Fish",15-11-2015,1727
Food Grains,15-11-2015,1010
Beverages,15-11-2015,2410
Fruits & Veggies,15-11-2015,1647
Oil & Masala,15-11-2015,2254
Bakery,15-11-2015,868
Bakery,15-11-2015,2344
Bakery,15-11-2015,846
Snacks,16-11-2015,750
Bakery,16-11-2015,563
Snacks,16-11-2015,1357
Beverages,16-11-2015,2493
Snacks,16-11-2015,1244
Fruits & Veggies,16-11-2015,2421
Food Grains,16-11-2015,1482
"Eggs, Meat & Fish",16-11-2015,1750
"Eggs, Meat & Fish",16-11-2015,1497
Beverages,16-11-2015,1356
Snacks,17-11-2015,2499
Fruits & Veggies,17-11-2015,1523
Bakery,17-11-2015,1482
Bakery,17-11-2015,791
"Eggs, Meat & Fish",17-11-2015,1914
Oil & Masala,17-11-2015,2370
Oil & Masala,17-11-2015,1188
Food Grains,17-11-2015,823
Fruits & Veggies,17-11-2015,1321
"Eggs, Meat & Fish",17-11-2015,950
Beverages,17-11-2015,1213
Beverages,17-11-2015,2185
Beverages,17-11-2015,1720
Bakery,18-11-2015,1496
Oil & Masala,18-11-2015,1396
Oil & Masala,18-11-2015,1364
Fruits & Veggies,18-11-2015,1665
Fruits & Veggies,18-11-2015,1068
Oil & Masala,18-11-2015,1546
"Eggs, Meat & Fish",18-11-2015,1258
Bakery,18-11-2015,1602
Snacks,18-11-2015,1515
Food Grains,18-11-2015,520
Food Grains,18-11-2015,1319
"Eggs, Meat & Fish",18-11-2015,1849
Beverages,18-11-2015,1263
Snacks,18-11-2015,1526
"Eggs, Meat & Fish",18-11-2015,1188
"Eggs, Meat & Fish",18-11-2015,1094
Beverages,18-11-2015,989
"Eggs, Meat & Fish",18-11-2015,1305
Oil & Masala,18-11-2015,754
Food Grains,18-11-2015,720
Snacks,19-11-2015,1159
Food Grains,19-11-2015,578
Oil & Masala,19-11-2015,2177
Food Grains,19-11-2015,782
Fruits & Veggies,19-11-2015,721
Snacks,19-11-2015,1562
Bakery,19-11-2015,1641
